cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
0,Female,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.55,96.1,0.685,19.22
0,Male,1,0,0,55,No,No phone service,DSL,No,No,Yes,False,Yes,Yes,One year,1,Bank transfer (automatic),50.05,2743.45,1.6683333333333332,49.880909090909086
1,Female,0,1,0,7,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,86.5,582.5,2.8833333333333333,83.21428571428571
0,Female,0,1,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.25,1841.2,0.8416666666666667,25.572222222222223
0,Female,0,1,0,72,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1502.25,0.6833333333333333,20.86458333333333
0,Male,0,0,0,1,Yes,Yes,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Electronic check,61.15,61.15,2.038333333333333,61.15
0,Male,0,1,1,47,No,No phone service,DSL,Yes,No,Yes,True,No,No,One year,0,Electronic check,40.3,1794.8,1.3433333333333333,38.18723404255319
0,Male,0,0,0,21,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,20.35,422.7,0.6783333333333333,20.128571428571423
0,Male,0,1,1,68,Yes,No,Fiber optic,Yes,Yes,No,True,No,Yes,Two year,0,Bank transfer (automatic),95.1,6683.4,3.17,98.28529411764706
0,Male,0,1,1,58,Yes,No,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,92.85,5305.05,3.095,91.46637931034483
0,Male,1,1,0,33,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.6,3270.25,3.353333333333333,99.09848484848484
0,Male,0,1,1,33,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Credit card (automatic),20.1,620.55,0.67,18.80454545454545
1,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15,0.6716666666666666,20.15
0,Male,0,1,0,56,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,0,Mailed check,89.7,4952.95,2.99,88.44553571428571
0,Male,0,1,0,49,No,No phone service,DSL,No,Yes,No,False,Yes,Yes,Two year,0,Credit card (automatic),49.65,2409.9,1.655,49.18163265306123
0,Female,0,0,0,68,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,Yes,Two year,0,Credit card (automatic),110.25,7279.35,3.675,107.04926470588236
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,No,Two year,1,Bank transfer (automatic),98.2,7015.9,3.273333333333333,97.44305555555556
0,Male,0,1,1,1,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,90.1,90.1,3.003333333333333,90.1
0,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,44.0,44.0,1.4666666666666666,44.0
0,Female,0,1,0,67,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.65,1335.2,0.6549999999999999,19.928358208955224
0,Female,0,1,0,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,One year,0,Mailed check,113.3,5032.25,3.7766666666666655,111.82777777777778
0,Male,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),90.6,6441.85,3.02,89.4701388888889
0,Female,0,1,0,10,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.1,184.4,0.67,18.44
0,Male,0,0,0,59,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.2,1192.3,0.6733333333333333,20.208474576271183
0,Male,0,1,1,22,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Mailed check,100.05,2090.25,3.335,95.01136363636364
0,Male,0,1,0,30,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,49.9,1441.95,1.663333333333333,48.065000000000005
0,Male,0,1,1,52,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,0,Electronic check,79.2,4016.3,2.64,77.23653846153846
0,Male,0,0,0,10,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,1,Electronic check,95.25,1021.55,3.175,102.155
1,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,45.3,45.3,1.51,45.3
1,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,20.4,0.6799999999999999,20.4
0,Male,0,0,0,20,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,19.7,415.9,0.6566666666666666,20.795
1,Female,1,0,0,14,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,78.95,1101.85,2.631666666666667,78.70357142857142
1,Male,0,0,0,16,Yes,Yes,Fiber optic,No,No,No,True,No,Yes,Month-to-month,1,Credit card (automatic),89.05,1448.6,2.9683333333333333,90.5375
0,Female,0,0,0,35,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.3,797.1,0.7766666666666667,22.774285714285718
0,Female,0,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),90.95,6468.6,3.0316666666666667,89.84166666666667
0,Female,0,1,0,65,Yes,No,DSL,No,No,No,True,Yes,No,Two year,1,Credit card (automatic),59.8,3808.2,1.9933333333333327,58.58769230769231
0,Male,0,1,0,7,No,No phone service,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Mailed check,34.2,256.6,1.14,36.65714285714286
1,Female,1,1,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,46.0,46.0,1.5333333333333334,46.0
1,Female,1,0,0,1,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,73.0,73.0,2.433333333333333,73.0
1,Female,1,0,0,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),75.05,256.25,2.5016666666666665,85.41666666666667
1,Female,0,0,0,2,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,79.75,164.5,2.658333333333333,82.25
0,Female,0,1,1,23,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),25.6,514.75,0.8533333333333334,22.380434782608692
1,Female,0,1,0,70,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,1,Electronic check,109.5,7674.55,3.65,109.63642857142855
0,Female,0,0,0,29,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,25.15,702.0,0.8383333333333333,24.20689655172414
0,Female,0,0,0,43,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.65,779.25,0.6549999999999999,18.12209302325581
0,Male,1,0,0,18,Yes,Yes,DSL,Yes,Yes,No,False,No,No,Month-to-month,1,Credit card (automatic),58.4,964.9,1.9466666666666663,53.605555555555554
0,Female,0,1,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1873.7,0.8350000000000001,26.390140845070423
1,Male,1,1,0,27,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,75.5,1893.95,2.5166666666666666,70.1462962962963
0,Female,0,0,0,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.05,157.65,0.635,17.516666666666666
0,Female,1,1,0,48,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,2.355,73.85520833333334
0,Female,0,0,0,27,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,19.15,501.35,0.6383333333333333,18.56851851851852
0,Female,1,1,0,70,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),92.2,6474.45,3.0733333333333333,92.49214285714284
0,Female,0,0,0,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,1,Electronic check,107.75,6332.75,3.591666666666667,109.1853448275862
0,Female,0,0,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Two year,0,Electronic check,104.7,6333.8,3.49,105.56333333333332
0,Male,0,0,0,46,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,0,Electronic check,108.65,4903.2,3.621666666666667,106.59130434782608
1,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,0.6833333333333333,20.5
1,Male,0,0,0,66,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,0,Electronic check,99.5,6710.5,3.316666666666667,101.67424242424242
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,81.95,81.95,2.731666666666667,81.95
0,Female,0,1,1,8,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.05,201.7,0.635,25.2125
0,Female,0,1,1,68,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.35,1292.65,0.645,19.009558823529414
1,Male,0,0,0,18,No,No phone service,DSL,No,Yes,Yes,False,No,No,Month-to-month,1,Credit card (automatic),33.5,600.0,1.1166666666666667,33.333333333333336
1,Female,1,1,0,11,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,99.55,1131.2,3.3183333333333334,102.83636363636364
1,Female,0,0,0,1,Yes,No,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,0,Electronic check,84.3,84.3,2.81,84.3
0,Female,0,0,0,46,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Electronic check,101.1,4674.4,3.37,101.61739130434782
0,Female,0,0,0,8,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.0,141.6,0.6666666666666666,17.7
0,Male,0,1,1,9,Yes,No,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,0,Electronic check,103.1,970.45,3.4366666666666665,107.82777777777778
0,Male,0,1,1,1,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,81.05,81.05,2.7016666666666667,81.05
0,Male,0,1,0,63,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Two year,0,Electronic check,102.6,6296.75,3.42,99.9484126984127
0,Male,0,0,0,18,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,19.0,348.8,0.6333333333333333,19.37777777777778
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Mailed check,74.6,74.6,2.4866666666666664,74.6
1,Male,0,0,0,13,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,1,Mailed check,99.0,1301.7,3.3,100.13076923076925
1,Female,0,0,0,7,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,79.3,523.15,2.643333333333333,74.73571428571428
0,Male,0,1,1,18,Yes,No,Fiber optic,No,No,No,True,No,Yes,Month-to-month,1,Electronic check,85.6,1601.5,2.853333333333333,88.97222222222223
0,Male,0,1,1,37,Yes,No,DSL,Yes,No,Yes,True,No,No,One year,1,Mailed check,58.75,2203.1,1.9583333333333333,59.54324324324324
1,Male,0,0,0,12,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,106.7,1253.9,3.556666666666666,104.49166666666667
1,Female,0,0,0,43,No,No phone service,DSL,No,No,Yes,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),49.05,2076.2,1.635,48.28372093023256
0,Female,0,1,0,63,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,108.75,6871.7,3.625,109.07460317460315
0,Male,0,1,1,6,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,107.6,0.6799999999999999,17.933333333333334
1,Male,1,0,0,24,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Credit card (automatic),102.95,2496.7,3.431666666666666,104.02916666666664
1,Female,0,0,0,2,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,90.4,168.2,3.0133333333333336,84.1
1,Male,0,1,1,38,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,1,Electronic check,94.65,3624.3,3.155,95.3763157894737
1,Male,0,1,0,33,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Electronic check,95.8,3036.75,3.1933333333333334,92.02272727272728
0,Female,0,0,0,48,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,103.85,4946.05,3.4616666666666664,103.04270833333334
0,Male,0,0,0,4,Yes,No,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,0,Electronic check,86.05,308.1,2.868333333333333,77.025
0,Female,0,0,0,29,Yes,Yes,DSL,Yes,Yes,No,True,No,No,Month-to-month,0,Mailed check,67.45,1801.1,2.248333333333333,62.10689655172413
0,Male,0,0,0,27,Yes,No,DSL,Yes,Yes,No,False,No,No,One year,0,Bank transfer (automatic),55.45,1477.65,1.8483333333333332,54.72777777777778
0,Male,0,1,1,65,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),84.2,5324.5,2.806666666666666,81.91538461538461
0,Male,0,0,0,31,Yes,Yes,Fiber optic,No,No,No,True,No,No,One year,0,Credit card (automatic),81.7,2548.65,2.7233333333333336,82.21451612903226
0,Female,0,1,0,49,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,1,Mailed check,100.85,4847.35,3.3616666666666664,98.92551020408165
0,Male,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Bank transfer (automatic),114.45,8100.55,3.815,112.50763888888888
0,Female,0,0,0,5,Yes,Yes,DSL,No,Yes,No,False,No,Yes,Month-to-month,1,Electronic check,64.0,370.25,2.1333333333333333,74.05
0,Male,0,1,0,1,Yes,No,DSL,Yes,No,Yes,False,No,No,Month-to-month,0,Mailed check,55.7,55.7,1.856666666666667,55.7
0,Female,1,0,0,33,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,1.981666666666667,57.11060606060607
0,Female,0,0,0,1,No,No phone service,DSL,No,No,Yes,True,No,No,Month-to-month,0,Mailed check,35.9,35.9,1.1966666666666663,35.9
0,Female,0,1,1,65,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),26.0,1654.85,0.8666666666666667,25.459230769230768
0,Female,0,0,0,60,Yes,Yes,DSL,No,No,Yes,True,Yes,Yes,One year,0,Credit card (automatic),80.55,4847.05,2.685,80.78416666666666
0,Male,1,1,0,63,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,One year,1,Bank transfer (automatic),84.0,5329.55,2.8,84.59603174603176
1,Female,1,0,0,3,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.4,204.7,2.3466666666666667,68.23333333333333
0,Female,1,1,0,55,Yes,Yes,DSL,No,No,No,False,No,No,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,1.721666666666667,51.61000000000001
0,Male,0,1,1,68,Yes,No,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,0,Credit card (automatic),105.75,7322.5,3.525,107.68382352941175
0,Female,1,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,No,No,Two year,1,Bank transfer (automatic),96.6,6827.5,3.22,94.82638888888889
1,Female,0,1,0,21,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,86.5,1808.7,2.8833333333333333,86.12857142857143
1,Male,0,0,0,5,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,69.75,324.6,2.325,64.92
0,Female,0,1,0,37,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0.65,21.762162162162163
0,Female,0,0,0,29,Yes,Yes,DSL,No,No,No,False,Yes,Yes,One year,1,Credit card (automatic),71.0,2080.1,2.3666666666666667,71.72758620689655
0,Female,0,1,0,64,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,111.15,6953.4,3.705,108.646875
0,Male,0,0,0,46,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.05,902.0,0.6683333333333333,19.608695652173918
1,Female,1,0,0,7,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,0,Bank transfer (automatic),76.45,503.6,2.5483333333333333,71.94285714285715
0,Female,1,0,0,23,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Mailed check,79.35,1835.3,2.645,79.79565217391304
0,Male,0,1,0,68,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.25,1728.2,0.8416666666666667,25.41470588235294
0,Female,0,1,0,41,No,No phone service,DSL,No,Yes,No,True,No,No,One year,0,Mailed check,35.45,1391.65,1.1816666666666669,33.94268292682927
1,Male,0,1,1,2,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.55,185.55,2.985,92.775
0,Female,0,0,1,17,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,No,Month-to-month,1,Credit card (automatic),92.7,1556.85,3.0900000000000003,91.57941176470588
0,Male,0,1,1,55,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,1153.25,0.645,20.96818181818182
0,Female,0,1,1,5,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Mailed check,49.4,232.55,1.6466666666666667,46.510000000000005
0,Female,0,1,0,68,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,0,Credit card (automatic),70.9,4911.35,2.3633333333333337,72.22573529411765
0,Male,1,1,0,7,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,75.4,533.05,2.5133333333333336,76.14999999999999
1,Female,0,0,0,6,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Mailed check,69.25,418.4,2.308333333333333,69.73333333333333
0,Female,1,0,0,41,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,104.4,4133.95,3.48,100.8280487804878
0,Male,0,0,0,2,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,0,Electronic check,74.95,151.75,2.498333333333333,75.875
0,Female,0,0,1,1,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,25.4,25.4,0.8466666666666666,25.4
0,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0.675,20.25
0,Male,0,0,0,3,Yes,No,Fiber optic,No,Yes,Yes,True,Yes,Yes,Month-to-month,1,Electronic check,107.95,318.6,3.5983333333333336,106.2
1,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Electronic check,45.6,45.6,1.52,45.6
1,Male,0,1,1,29,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,1,Electronic check,89.2,2698.35,2.9733333333333336,93.04655172413791
0,Male,0,1,0,17,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,One year,1,Bank transfer (automatic),96.65,1588.25,3.2216666666666667,93.42647058823528
0,Male,0,1,0,37,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0.6783333333333333,18.855405405405406
