cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
1116-FRYVH,False,Female,0,True,True,48,No,No phone service,DSL,Yes,Yes,No,True,No,No,Two year,False,Mailed check,39.4,1978.65,1.3133333333333332,41.221875000000004
1120-BMWUB,True,Female,0,False,False,16,Yes,No,DSL,No,Yes,No,True,No,No,Month-to-month,True,Mailed check,53.9,834.15,1.7966666666666666,52.134375
1121-QSIVB,False,Female,0,False,True,44,Yes,Yes,DSL,No,Yes,No,False,Yes,Yes,One year,True,Mailed check,77.55,3471.1,2.585,78.88863636363637
1122-JWTJW,True,Male,0,True,True,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Mailed check,70.65,70.65,2.355,70.65
1122-YJBCS,False,Male,0,True,False,69,Yes,No,DSL,Yes,Yes,No,False,No,No,One year,True,Credit card (automatic),53.65,3804.4,1.7883333333333333,55.13623188405797
1125-SNVCK,False,Female,1,False,False,49,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Mailed check,43.8,2106.05,1.46,42.98061224489796
1131-ALZWV,False,Female,0,False,False,24,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),24.6,605.25,0.8200000000000001,25.21875
1131-QQZEB,False,Male,1,True,False,71,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),23.95,1756.2,0.7983333333333333,24.735211267605635
1131-SUEKT,False,Male,0,True,True,61,Yes,No,Fiber optic,No,Yes,No,True,Yes,Yes,One year,True,Bank transfer (automatic),98.45,6145.2,3.2816666666666667,100.74098360655738
1133-KXCGE,False,Female,0,False,False,18,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.1,407.05,0.67,22.61388888888889
1134-YWTYF,False,Male,0,True,False,27,Yes,No,DSL,No,Yes,No,True,No,No,Month-to-month,True,Electronic check,53.8,1389.85,1.7933333333333332,51.47592592592592
1135-HIORI,False,Female,0,True,True,64,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,One year,True,Electronic check,111.45,7266.95,3.7150000000000003,113.54609375
1135-LMECX,False,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,19.85,0.6616666666666667,19.85
1136-XGEQU,False,Female,0,True,True,50,Yes,Yes,DSL,No,Yes,Yes,True,Yes,Yes,One year,True,Credit card (automatic),84.15,4164.4,2.805,83.288
1137-DGOWI,False,Female,0,True,False,30,Yes,No,DSL,No,Yes,Yes,True,No,Yes,One year,False,Bank transfer (automatic),70.25,2198.9,2.341666666666667,73.29666666666667
1139-WUOAH,False,Male,0,False,False,57,No,No phone service,DSL,No,No,Yes,True,Yes,Yes,Two year,False,Credit card (automatic),53.35,3090.05,1.7783333333333333,54.21140350877193
1140-UKVZG,False,Female,0,False,False,17,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,24.8,475.25,0.8266666666666667,27.955882352941178
1142-IHLOO,False,Female,0,False,False,51,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,One year,False,Credit card (automatic),87.55,4475.9,2.9183333333333334,87.7627450980392
1142-WACZW,True,Male,0,False,False,2,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,False,Bank transfer (automatic),29.85,75.6,0.995,37.8
1143-NMNQJ,True,Female,0,False,False,2,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,85.7,169.8,2.856666666666667,84.9
1150-FTQGN,False,Female,0,True,True,60,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,No,One year,False,Bank transfer (automatic),94.15,5811.8,3.1383333333333336,96.86333333333333
1150-WFARN,True,Female,0,True,True,67,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),108.75,7156.2,3.625,106.80895522388059
1153-GNOLC,False,Male,0,False,False,33,No,No phone service,DSL,No,Yes,No,False,Yes,No,One year,True,Electronic check,39.1,1309.0,1.3033333333333335,39.666666666666664
1154-HYWWO,False,Male,0,False,False,38,Yes,No,DSL,Yes,Yes,No,True,Yes,No,One year,False,Mailed check,70.6,2708.2,2.353333333333333,71.26842105263158
1156-ZFYDO,False,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,19.75,19.75,0.6583333333333333,19.75
1157-BQCUW,True,Male,0,False,False,1,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,74.95,74.95,2.4983333333333335,74.95
1159-WFSGR,False,Female,0,True,True,16,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,20.4,321.4,0.6799999999999999,20.0875
1162-ECVII,False,Male,1,True,False,72,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),109.75,7932.5,3.658333333333333,110.17361111111111
1163-ONYEY,False,Male,0,True,True,41,Yes,Yes,DSL,Yes,Yes,Yes,False,Yes,No,Month-to-month,True,Credit card (automatic),74.55,3023.55,2.485,73.74512195121952
1163-VIPRI,False,Female,0,True,True,65,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,Two year,False,Electronic check,109.3,7337.55,3.643333333333333,112.88538461538462
1166-PQLGG,False,Female,0,True,True,72,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.55,1463.45,0.6516666666666667,20.325694444444444
1167-OYZJF,False,Female,1,True,False,67,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),20.05,1263.05,0.6683333333333333,18.851492537313433
1169-SAOCL,False,Male,0,False,False,49,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,True,Bank transfer (automatic),106.65,5168.1,3.555,105.47142857142858
1169-WCVAK,False,Male,0,True,False,19,Yes,Yes,Fiber optic,Yes,Yes,No,True,No,No,Month-to-month,True,Credit card (automatic),88.8,1672.35,2.96,88.01842105263158
1170-SASML,False,Female,0,True,False,69,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,No,Month-to-month,True,Bank transfer (automatic),85.4,5869.4,2.8466666666666667,85.06376811594203
1171-TYKUR,False,Male,0,True,False,47,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,25.4,1139.2,0.8466666666666666,24.238297872340425
1172-VIYBP,False,Male,0,True,True,53,Yes,Yes,DSL,Yes,Yes,No,False,No,Yes,Two year,False,Bank transfer (automatic),69.7,3686.05,2.3233333333333333,69.54811320754717
1173-NOEYG,False,Female,0,True,False,27,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,False,Bank transfer (automatic),90.15,2423.4,3.0050000000000003,89.75555555555556
1173-XZPYF,False,Female,0,False,False,11,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,True,Electronic check,89.2,990.3,2.9733333333333336,90.02727272727272
1174-FGIFN,False,Female,0,True,True,28,Yes,Yes,Fiber optic,No,No,No,True,No,Yes,One year,True,Electronic check,90.45,2509.25,3.015,89.61607142857143
1177-XZBJL,False,Male,0,True,True,53,Yes,Yes,DSL,Yes,Yes,No,True,No,No,One year,False,Bank transfer (automatic),64.15,3491.55,2.1383333333333336,65.87830188679246
1178-PZGAB,False,Female,0,False,False,19,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),20.25,383.65,0.675,20.192105263157895
1179-INLAT,False,Male,0,False,False,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Mailed check,19.45,69.25,0.6483333333333333,23.083333333333332
1183-CANVH,False,Female,0,True,False,23,Yes,No,DSL,No,No,No,True,Yes,No,One year,False,Bank transfer (automatic),60.0,1347.15,2.0,58.571739130434786
1184-PJVDB,True,Male,0,True,False,10,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,79.95,857.2,2.665,85.72
1187-WILMM,False,Male,0,True,True,63,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),89.4,5597.65,2.98,88.8515873015873
1193-RTSLK,True,Female,0,False,False,38,Yes,No,Fiber optic,Yes,Yes,Yes,False,No,No,Month-to-month,True,Credit card (automatic),83.9,3233.6,2.796666666666667,85.09473684210526
1194-BHJYC,False,Male,0,True,False,61,No,No phone service,DSL,Yes,No,Yes,True,Yes,Yes,Two year,True,Mailed check,62.15,3778.85,2.0716666666666668,61.9483606557377
1194-HVAIF,False,Female,0,True,False,27,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,False,Credit card (automatic),95.0,2462.55,3.1666666666666665,91.20555555555556
1194-SPVSP,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.65,19.65,0.6549999999999999,19.65
1195-OIYEJ,True,Male,0,False,False,13,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,91.1,1135.7,3.0366666666666666,87.36153846153846
1196-AMORA,True,Male,0,False,False,7,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Electronic check,73.6,520.0,2.453333333333333,74.28571428571429
1197-BVMVG,False,Female,1,False,False,4,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,74.45,294.45,2.481666666666667,73.6125
1200-TUZHR,False,Female,1,False,False,8,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,False,Electronic check,85.2,695.75,2.8400000000000003,86.96875
1202-KKGFU,False,Female,0,True,False,12,Yes,No,DSL,Yes,No,No,True,No,No,Month-to-month,False,Bank transfer (automatic),54.2,690.5,1.8066666666666669,57.541666666666664
1205-WNWPJ,True,Female,0,False,False,7,Yes,No,DSL,No,No,No,True,Yes,No,Month-to-month,True,Mailed check,59.5,415.95,1.9833333333333334,59.42142857142857
1206-EHBDD,False,Female,0,True,False,56,Yes,No,Fiber optic,Yes,No,Yes,False,No,No,Two year,False,Bank transfer (automatic),80.3,4513.65,2.6766666666666667,80.60089285714285
1207-BLKSA,False,Female,0,True,True,52,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,23.05,1255.1,0.7683333333333333,24.13653846153846
1208-DNHLN,True,Male,0,True,True,23,Yes,Yes,DSL,No,No,No,False,No,No,One year,True,Credit card (automatic),48.35,1067.15,1.6116666666666668,46.39782608695653
1208-NBVFH,False,Male,0,True,True,20,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,49.6,939.8,1.6533333333333333,46.989999999999995
1209-VFFOC,False,Male,0,True,True,68,No,No phone service,DSL,Yes,Yes,Yes,True,No,Yes,Two year,True,Mailed check,56.4,3948.45,1.88,58.065441176470586
1212-GLHMD,False,Male,0,False,False,3,Yes,No,Fiber optic,Yes,No,No,False,No,Yes,Month-to-month,True,Mailed check,86.05,244.85,2.868333333333333,81.61666666666666
1213-NGCUN,True,Female,0,False,False,6,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,True,Bank transfer (automatic),49.65,267.35,1.655,44.55833333333334
1215-EXRMO,False,Male,0,True,False,50,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.55,1067.65,0.685,21.353
1215-FIGMP,False,Male,0,False,False,60,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,True,Bank transfer (automatic),89.9,5450.7,2.996666666666667,90.845
1215-VFYVK,False,Female,0,False,False,4,No,No phone service,DSL,Yes,No,Yes,True,No,Yes,Month-to-month,False,Mailed check,48.25,202.25,1.6083333333333334,50.5625
1216-BGTSP,False,Male,0,False,False,45,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,Month-to-month,True,Credit card (automatic),108.45,4964.7,3.615,110.32666666666667
1216-JWVUX,False,Male,0,True,True,25,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,True,Electronic check,75.5,1901.05,2.5166666666666666,76.042
1217-VASWC,False,Male,1,True,False,43,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,True,Bank transfer (automatic),100.55,4304.0,3.3516666666666666,100.09302325581395
1218-VKFPE,True,Female,0,True,True,12,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.0,233.55,0.6333333333333333,19.462500000000002
1219-NNDDO,False,Female,0,False,False,9,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,76.85,663.55,2.5616666666666665,73.72777777777777
1221-GHZEP,False,Female,0,False,False,62,Yes,No,DSL,Yes,No,No,True,No,Yes,Two year,True,Mailed check,65.1,3846.75,2.17,62.04435483870968
1222-KJNZD,False,Male,0,True,True,40,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.4,745.3,0.6799999999999999,18.6325
1222-LRYKO,False,Male,0,False,True,6,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,26.35,184.05,0.8783333333333334,30.675
1223-UNPKS,False,Male,0,True,True,20,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.05,400.0,0.6683333333333333,20.0
1226-IENZN,False,Male,1,False,False,16,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,78.75,1218.25,2.625,76.140625
1226-JZNKR,False,Female,0,True,True,8,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Electronic check,19.8,160.05,0.66,20.00625
1226-UDFZR,True,Female,0,False,False,2,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,True,Mailed check,49.6,114.7,1.6533333333333333,57.35
1227-UDMZR,False,Female,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),91.15,6637.9,3.0383333333333336,92.19305555555555
1228-FZFRV,True,Male,0,True,True,50,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,False,Credit card (automatic),105.95,5341.8,3.5316666666666667,106.836
1228-ZLNBX,False,Male,0,False,False,21,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Mailed check,75.3,1570.7,2.51,74.79523809523809
1229-RCALF,False,Female,0,True,False,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,One year,True,Electronic check,115.0,7396.15,3.8333333333333335,115.56484375
1230-QAJDW,False,Male,0,False,False,3,Yes,Yes,DSL,No,No,No,True,Yes,No,Month-to-month,True,Mailed check,65.25,209.9,2.175,69.96666666666667
1231-YNDEK,False,Male,0,False,False,58,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.15,1035.5,0.6383333333333333,17.853448275862068
1236-WFCDV,True,Male,1,False,False,14,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,False,Credit card (automatic),90.45,1266.1,3.015,90.43571428571428
1237-WIYYZ,False,Female,0,False,False,18,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,19.55,389.25,0.6516666666666667,21.625
1240-HCBOH,False,Female,0,False,False,67,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,26.1,1759.55,0.87,26.26194029850746
1240-KNSEZ,True,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.1,20.1,0.67,20.1
1241-EZFMJ,False,Male,0,True,False,61,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.45,1538.6,0.8483333333333333,25.22295081967213
1241-FPMOF,False,Male,0,False,False,52,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,19.65,1025.05,0.6549999999999999,19.7125
1245-HARPS,False,Female,0,True,False,14,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.4,292.4,0.6799999999999999,20.885714285714283
1247-QBVSH,False,Female,0,True,True,43,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,False,Mailed check,50.2,2169.4,1.6733333333333333,50.45116279069768
1248-DYXUB,False,Male,0,True,True,52,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,24.8,1229.1,0.8266666666666667,23.63653846153846
1251-KRREG,True,Male,0,False,False,2,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,True,Mailed check,54.4,114.1,1.8133333333333332,57.05
1251-STYSZ,False,Female,1,False,False,4,Yes,Yes,Fiber optic,Yes,No,No,False,No,No,Month-to-month,True,Electronic check,80.25,303.7,2.675,75.925
1254-IZEYF,True,Female,1,False,False,31,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,99.95,3186.65,3.3316666666666666,102.79516129032258
1257-SXUXQ,False,Male,0,True,True,5,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.45,86.05,0.6483333333333333,17.21
1258-YMZNM,False,Female,1,False,False,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,True,Bank transfer (automatic),110.5,2857.6,3.683333333333333,105.83703703703704
1260-TTRXI,True,Male,0,False,False,4,Yes,No,DSL,No,No,No,False,No,Yes,Month-to-month,False,Electronic check,54.3,195.3,1.8099999999999998,48.825
1261-FWTTE,False,Male,1,False,False,23,No,No phone service,DSL,No,No,No,False,No,Yes,Month-to-month,True,Bank transfer (automatic),34.65,768.45,1.155,33.410869565217396
1262-OPMFY,True,Female,0,True,False,9,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Bank transfer (automatic),75.75,655.9,2.525,72.87777777777778
1264-BYWMS,True,Male,0,False,False,55,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,96.8,5283.95,3.2266666666666666,96.07181818181817
1264-FUHCX,False,Female,0,True,False,49,No,No phone service,DSL,No,Yes,No,True,Yes,Yes,One year,True,Credit card (automatic),56.3,2780.6,1.8766666666666665,56.7469387755102
